IDPERSON,SEXO,INDINOM,ANONAC,ANOMUE,EDAD,EDADREC,IDNIVEDU,CONDALFA,ESTACIV,RELIGION,IDIOMA,OCUPACI0,ORGANIZA,OCUPACIO,SITUACIO,AGENTE,AGENTERC,UBIGEONA,DEPNAC,DEPNA0,UBIGEO,DEPHEC,DEPHE0,PROVHEC,DISTHEC,AREA,REGION,PERIODO,TESTIMON,CEDAP,CVR,COMISEDH,CNDDHH,CICR,DEFPUEB,DP_ONG
0000000383,2,1,1964,1983,19,2,1,2,1,1,2,1,#NULL!,1,2,1,1,0504030018,05,1,0501050030,05,1,0501,050105,0,1,2,1,0,1,0,0,0,1,0
0000000386,2,1,1960,1986,26,3,5,2,1,1,2,6,#NULL!,6,1,3,2,0501080000,05,1,0501150000,05,1,0501,050115,0,1,3,1,0,1,0,0,0,0,0
0000000388,2,1,1933,1985,52,6,3,2,2,1,2,1,5,8,1,3,2,0501090002,05,1,0501090006,05,1,0501,050109,0,1,2,2,0,1,0,0,0,0,0
0000000391,2,1,#NULL!,1985,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,1,2,1,1,,,#NULL!,0501010000,05,1,0501,050101,1,1,2,4,0,1,1,1,0,1,0
0000000392,2,1,1966,1988,22,3,3,2,2,3,2,1,#NULL!,1,1,3,2,0501090002,05,1,0501090006,05,1,0501,050109,0,1,3,4,0,1,0,0,0,0,0
0000000393,2,1,#NULL!,1985,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,1,1,,,#NULL!,0501010000,05,1,0501,050101,1,1,2,4,0,1,1,1,0,1,0
0000000395,2,1,1955,1985,30,4,3,2,2,1,2,1,#NULL!,1,2,1,1,0501050030,05,1,0501050030,05,1,0501,050105,0,1,2,5,0,1,1,1,0,1,0
0000000397,2,3,#NULL!,1986,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,3,2,,,#NULL!,0504030000,05,1,0504,050403,0,1,3,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
0000000398,2,1,1965,1983,18,2,3,2,1,1,2,2,#NULL!,2,2,1,1,0501010000,05,1,0501010000,05,1,0501,050101,1,1,2,1,0,1,1,1,1,1,0
0000000417,2,1,1956,1984,28,3,3,2,2,1,2,2,#NULL!,2,2,1,1,0505080000,05,1,0501010000,05,1,0501,050101,1,1,2,1,0,1,1,1,0,1,0
0000000422,2,1,1964,1984,20,3,3,2,1,1,2,1,#NULL!,1,2,3,2,0504040001,05,1,0504070000,05,1,0504,050407,0,1,2,1,0,1,0,0,0,0,0
0000000426,1,2,1933,1993,60,7,1,#NULL!,#NULL!,1,2,#NULL!,#NULL!,#NULL!,1,3,2,0511010000,05,1,0501100000,05,1,0501,050110,1,1,5,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
0000000427,1,2,#NULL!,1991,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,3,2,,,#NULL!,0903110000,09,3,0903,090311,0,1,4,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
0000000430,1,1,#NULL!,1985,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,1,,,#NULL!,0504010001,05,1,0504,050401,1,1,2,1,0,1,0,1,0,1,0
0000000434,2,1,1954,1984,30,4,3,2,2,1,2,1,#NULL!,1,2,3,2,0504040000,05,1,0504070047,05,1,0504,050407,0,1,2,1,0,1,0,0,0,0,0
0000000438,2,1,1942,1989,47,5,1,1,2,1,2,1,#NULL!,1,1,3,2,0501140019,05,1,0501140019,05,1,0501,050114,0,1,4,4,0,1,0,0,0,0,0
0000000440,1,2,#NULL!,1991,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,3,2,,,#NULL!,0903110000,09,3,0903,090311,0,1,4,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
0000000445,2,1,#NULL!,1991,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,3,2,,,#NULL!,0903110000,09,3,0903,090311,0,1,4,1,0,1,0,0,0,0,0
0000000447,2,2,#NULL!,1991,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,3,2,,,#NULL!,0903110000,09,3,0903,090311,0,1,4,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
0000000461,2,1,1924,1984,60,7,3,2,2,1,2,1,#NULL!,1,2,7,4,0903090000,09,3,0504010065,05,1,0504,050401,1,1,2,1,0,1,0,0,0,0,0
0000000467,2,1,1940,1989,49,5,3,2,2,1,2,1,#NULL!,1,1,3,2,0501140019,05,1,0501140019,05,1,0501,050114,0,1,4,5,0,1,0,0,0,0,0
0000000470,2,1,1946,1984,38,4,3,2,2,1,2,1,#NULL!,1,1,1,1,0505010076,05,1,0505010076,05,1,0505,050501,0,1,2,1,0,1,0,0,0,0,0
0000000471,2,1,1965,1987,22,3,5,2,1,1,2,11,#NULL!,11,2,1,1,0504010000,05,1,0504010000,05,1,0504,050401,1,1,3,1,0,1,1,0,0,1,0
0000000473,2,1,1935,1989,54,6,3,2,2,1,2,2,#NULL!,2,1,3,2,0903050000,09,3,0504010000,05,1,0504,050401,1,1,4,1,0,1,0,0,0,0,0
0000000474,2,1,1933,1989,56,6,3,#NULL!,2,1,2,1,#NULL!,1,1,3,2,0501140019,05,1,0501140019,05,1,0501,050114,0,1,4,4,0,1,0,0,0,0,0
0000000478,2,2,#NULL!,1988,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,3,2,,,#NULL!,0504010065,05,1,0504,050401,1,1,3,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
0000000479,1,1,1936,1989,53,6,3,2,2,1,2,4,#NULL!,4,1,3,2,0504050026,05,1,0504050026,05,1,0504,050405,0,1,4,2,0,1,0,0,0,0,0
0000000480,2,1,1950,1985,35,4,3,2,2,1,2,1,#NULL!,1,1,3,2,0504060056,05,1,0504060056,05,1,0504,050406,0,1,2,1,0,1,0,0,0,0,0
0000000481,2,2,#NULL!,1988,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,3,2,,,#NULL!,0504010065,05,1,0504,050401,1,1,3,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
0000000482,2,2,#NULL!,1988,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,3,2,,,#NULL!,0504010065,05,1,0504,050401,1,1,3,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
0000000486,1,1,1939,1983,44,5,1,1,2,2,2,4,#NULL!,4,1,3,2,0504010040,05,1,0504060054,05,1,0504,050406,0,1,2,2,0,1,0,0,0,0,0
0000000487,1,1,1955,1984,29,3,1,1,4,1,2,12,#NULL!,12,1,1,1,0504060061,05,1,0504060033,05,1,0504,050406,0,1,2,1,0,1,0,0,0,0,0
0000000489,1,1,1954,1984,30,4,1,1,1,1,2,1,#NULL!,1,1,1,1,0504060033,05,1,0504060033,05,1,0504,050406,0,1,2,1,0,1,0,0,0,0,0
0000000490,2,1,1944,1984,40,5,1,1,2,1,2,1,#NULL!,1,1,1,1,0504060033,05,1,0504060033,05,1,0504,050406,0,1,2,1,0,1,0,0,0,0,0
0000000494,2,2,#NULL!,1988,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,3,2,,,#NULL!,0504010065,05,1,0504,050401,1,1,3,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
0000000496,1,2,#NULL!,1988,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,3,2,,,#NULL!,0504010065,05,1,0504,050401,1,1,3,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
0000000497,2,2,#NULL!,1988,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,3,2,,,#NULL!,0504010065,05,1,0504,050401,1,1,3,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
0000000504,1,1,1951,1984,33,4,1,1,1,1,2,4,#NULL!,4,1,1,1,0504060033,05,1,0504060033,05,1,0504,050406,0,1,2,1,0,1,0,0,0,0,0
0000000506,2,1,1963,1985,22,3,4,2,2,1,2,1,#NULL!,1,1,1,1,0502020001,05,1,0502020001,05,1,0502,050202,0,1,2,1,0,1,0,0,0,1,0
0000000510,1,1,1952,1984,32,4,#NULL!,#NULL!,2,1,2,12,#NULL!,12,1,1,1,0504010000,05,1,0504060033,05,1,0504,050406,0,1,2,1,0,1,0,0,0,0,0
0000000513,2,1,1969,1984,15,2,3,2,2,1,2,1,#NULL!,1,1,1,1,0504060033,05,1,0504060033,05,1,0504,050406,0,1,2,1,0,1,0,0,0,0,0
0000000515,1,1,1909,1984,75,8,3,2,2,1,2,#NULL!,#NULL!,#NULL!,1,2,1,0505020001,05,1,0505020001,05,1,0505,050502,0,1,2,1,0,1,0,0,0,0,0
0000000516,2,1,1964,1984,20,3,3,#NULL!,2,2,2,2,#NULL!,2,1,1,1,0502020001,05,1,0502020001,05,1,0502,050202,0,1,2,2,0,1,0,0,0,1,0
0000000521,2,2,#NULL!,1984,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,3,2,,,#NULL!,0504060033,05,1,0504,050406,0,1,2,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
0000000522,2,2,#NULL!,1984,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,3,2,,,#NULL!,0504060033,05,1,0504,050406,0,1,2,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
0000000524,2,2,#NULL!,1984,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,3,2,,,#NULL!,0504060033,05,1,0504,050406,0,1,2,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
0000000529,2,1,#NULL!,1984,#NULL!,#NULL!,#NULL!,#NULL!,2,1,#NULL!,#NULL!,#NULL!,#NULL!,1,2,1,0505020001,05,1,0505020001,05,1,0505,050502,0,1,2,1,0,1,0,0,0,0,0
0000000531,1,1,1960,1985,25,3,1,1,2,1,2,4,#NULL!,4,1,3,2,0504060013,05,1,0504060000,05,1,0504,050406,0,1,2,2,0,1,0,0,0,0,0
0000000536,2,1,1969,1984,15,2,1,1,1,1,2,1,#NULL!,1,1,3,2,0505010076,05,1,0505010076,05,1,0505,050501,0,1,2,1,0,1,0,0,0,0,0
0000000539,2,1,1959,1984,25,3,3,2,2,2,2,1,#NULL!,1,1,3,2,0504060054,05,1,0504060054,05,1,0504,050406,0,1,2,1,0,1,0,0,0,0,0
0000000540,2,1,1949,1984,35,4,3,2,1,1,2,1,#NULL!,1,1,3,2,0504060054,05,1,0504060054,05,1,0504,050406,0,1,2,1,0,1,0,0,0,0,0
0000000544,2,2,#NULL!,1984,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,3,2,,,#NULL!,0504010052,05,1,0504,050401,1,1,2,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
0000000545,2,1,#NULL!,1984,#NULL!,#NULL!,3,2,2,1,2,1,#NULL!,1,2,3,2,0504010049,05,1,0504010049,05,1,0504,050401,1,1,2,2,0,1,0,0,0,1,0
0000000551,2,3,1984,1984,0,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,7,4,,,#NULL!,0504010052,05,1,0504,050401,1,1,2,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
0000000555,2,1,1964,1984,20,3,3,2,2,1,2,1,#NULL!,1,2,1,1,0504060012,05,1,0504060012,05,1,0504,050406,0,1,2,2,0,1,0,0,0,0,0
0000000556,2,1,1966,1984,18,2,3,2,1,1,2,1,#NULL!,1,2,1,1,0504060012,05,1,0504060012,05,1,0504,050406,0,1,2,2,0,1,0,0,0,0,0
0000000558,2,1,1937,1984,47,5,3,2,2,1,2,8,#NULL!,8,1,3,2,0504050000,05,1,0504060054,05,1,0504,050406,0,1,2,1,0,1,0,0,0,0,0
0000000560,2,1,1970,1984,14,2,3,2,1,1,2,#NULL!,#NULL!,#NULL!,2,1,1,0504060012,05,1,0504060012,05,1,0504,050406,0,1,2,1,0,1,0,0,0,0,0
0000000561,2,1,1956,1984,28,3,1,1,4,1,2,1,#NULL!,1,1,3,2,0504060054,05,1,0504060054,05,1,0504,050406,0,1,2,1,0,1,0,0,0,0,0
0000000563,2,1,#NULL!,1984,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,1,1,,,#NULL!,0504060012,05,1,0504,050406,0,1,2,1,0,1,0,0,0,0,0
0000000564,2,1,#NULL!,1984,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,3,2,,,#NULL!,0504060054,05,1,0504,050406,0,1,2,1,0,1,0,0,0,0,0
0000000566,2,1,#NULL!,1984,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,3,2,,,#NULL!,0504060054,05,1,0504,050406,0,1,2,1,0,1,0,0,0,0,0
0000000570,2,1,1938,1986,48,5,1,1,2,1,2,#NULL!,#NULL!,#NULL!,1,3,2,0505080022,05,1,0504060032,05,1,0504,050406,0,1,3,3,0,1,0,0,0,0,0
0000000571,2,1,1967,1988,21,3,3,2,2,1,2,1,#NULL!,1,1,3,2,0504060053,05,1,0504060053,05,1,0504,050406,0,1,3,1,0,1,0,0,0,0,0
0000000572,1,1,#NULL!,1988,#NULL!,#NULL!,1,1,2,1,2,4,#NULL!,4,1,3,2,0504060053,05,1,0504060053,05,1,0504,050406,0,1,3,1,0,1,0,0,0,0,0
0000000573,2,1,1953,1985,32,4,3,2,2,1,2,2,#NULL!,2,1,1,1,0503010001,05,1,0503010001,05,1,0503,050301,0,1,2,1,0,1,0,0,0,0,0
0000000574,1,2,#NULL!,1988,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,3,2,,,#NULL!,,,#NULL!,,,#NULL!,#NULL!,3,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
0000000578,1,1,1954,1984,30,4,1,2,2,1,2,4,#NULL!,4,1,3,2,0504060000,05,1,0504060033,05,1,0504,050406,0,1,2,1,0,1,0,0,0,0,0
0000000580,2,1,1968,1983,15,2,4,2,1,1,2,#NULL!,#NULL!,#NULL!,2,1,1,0502020030,05,1,0502020034,05,1,0502,050202,0,1,2,3,0,1,1,1,0,1,0
0000000581,2,1,1979,1997,18,2,4,2,1,1,2,9,#NULL!,9,1,1,1,0511010000,05,1,0511010000,05,1,0511,051101,0,1,5,1,0,1,0,0,0,0,0
0000000582,1,1,1934,1984,50,6,1,1,2,1,2,4,#NULL!,4,1,3,2,0504050000,05,1,0504060033,05,1,0504,050406,0,1,2,1,0,1,0,0,0,0,0
0000000588,2,1,1943,1983,40,5,#NULL!,#NULL!,2,1,2,1,#NULL!,1,2,1,1,0502020030,05,1,0502020034,05,1,0502,050202,0,1,2,4,0,1,1,0,0,1,0
0000000590,2,1,1967,1992,25,3,4,2,1,1,2,3,#NULL!,3,1,3,2,0511010000,05,1,0511040036,05,1,0511,051104,0,1,4,1,0,1,0,0,0,0,0
0000000603,2,1,1932,1982,50,6,1,1,4,1,2,1,#NULL!,1,1,3,2,0511010007,05,1,0511010007,05,1,0511,051101,0,1,1,1,0,1,0,0,0,0,0
0000000604,2,1,1961,1991,30,4,3,2,2,1,2,1,5,8,1,3,2,0504060031,05,1,0504060031,05,1,0504,050406,0,1,4,1,0,1,0,0,0,0,0
0000000609,2,1,#NULL!,1988,#NULL!,#NULL!,3,2,2,1,2,1,#NULL!,1,1,3,2,0504060031,05,1,0504060031,05,1,0504,050406,0,1,3,2,0,1,0,0,0,0,0
0000000611,2,1,1932,1992,60,7,1,1,2,1,2,#NULL!,#NULL!,#NULL!,1,3,2,0505010076,05,1,0505080040,05,1,0505,050508,0,1,4,1,0,1,0,0,0,0,0
0000000615,2,1,1970,1986,16,2,3,2,1,1,2,1,#NULL!,1,2,1,1,0511010039,05,1,0511010039,05,1,0511,051101,0,1,3,2,0,1,0,0,0,0,0
0000000616,2,2,#NULL!,1986,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,1,1,,,#NULL!,0511010039,05,1,0511,051101,0,1,3,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
0000000620,2,2,#NULL!,1986,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,1,1,,,#NULL!,0511010039,05,1,0511,051101,0,1,3,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
0000000623,1,1,1934,1992,58,6,1,1,2,1,2,1,#NULL!,1,1,3,2,0505010076,05,1,0505080040,05,1,0505,050508,0,1,4,1,0,1,0,0,0,0,0
0000000625,1,1,1929,1984,55,6,5,2,2,1,2,#NULL!,#NULL!,#NULL!,1,3,2,0503010000,05,1,0503010000,05,1,0503,050301,0,1,2,2,0,1,0,0,0,0,0
0000000626,2,1,1978,1992,14,2,3,2,1,1,2,#NULL!,#NULL!,#NULL!,1,3,2,0505010076,05,1,0505080040,05,1,0505,050508,0,1,4,1,0,1,0,0,0,0,0
0000000629,1,1,1966,1983,17,2,4,2,1,1,2,#NULL!,#NULL!,#NULL!,1,1,1,0503010000,05,1,0503010000,05,1,0503,050301,0,1,2,1,0,1,0,0,0,0,0
0000000631,2,1,1972,1984,12,2,1,1,1,1,2,1,#NULL!,1,1,3,2,0505010076,05,1,0505080000,05,1,0505,050508,0,1,2,1,0,1,0,0,0,0,0
0000000632,1,1,1963,1983,20,3,4,2,1,1,2,#NULL!,#NULL!,#NULL!,1,1,1,0503010000,05,1,0503010000,05,1,0503,050301,0,1,2,1,0,1,0,0,0,0,0
0000000634,2,1,1917,1984,67,7,3,2,2,1,2,1,#NULL!,1,1,3,2,0503010000,05,1,0503010000,05,1,0503,050301,0,1,2,1,0,1,0,0,0,0,0
0000000641,2,1,#NULL!,1984,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,1,,,#NULL!,0505010076,05,1,0505,050501,0,1,2,1,0,1,0,0,0,0,0
0000000642,2,1,1955,1983,28,3,3,2,2,2,2,1,#NULL!,1,2,1,1,0502020017,05,1,0502020017,05,1,0502,050202,0,1,2,1,0,1,0,0,0,0,0
0000000643,2,1,#NULL!,1983,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,1,1,,,#NULL!,0502000000,05,1,0502,050200,0,1,2,1,0,1,0,0,0,0,0
0000000646,2,1,1965,1991,26,3,3,2,2,1,2,1,5,8,1,3,2,0511010000,05,1,0511010000,05,1,0511,051101,0,1,4,1,0,1,0,0,0,0,0
0000000649,2,1,1965,1983,18,2,4,2,1,1,2,#NULL!,#NULL!,#NULL!,1,1,1,0503010001,05,1,0503010001,05,1,0503,050301,0,1,2,1,0,1,0,0,0,0,0
0000000650,2,1,1960,1984,24,3,4,2,1,1,2,3,#NULL!,3,1,1,1,0503010001,05,1,0503010000,05,1,0503,050301,0,1,2,1,0,1,0,0,0,0,0
0000000655,2,1,1966,1983,17,2,4,2,1,1,2,#NULL!,#NULL!,#NULL!,1,1,1,0503010000,05,1,0503010000,05,1,0503,050301,0,1,2,1,0,1,0,0,0,0,0
0000000657,1,1,1963,1983,20,3,4,2,1,1,2,#NULL!,#NULL!,#NULL!,1,8,5,0503000000,05,1,0503000000,05,1,0503,050300,0,1,2,1,0,1,0,0,0,0,0
0000000662,1,1,1965,1983,18,2,3,2,1,1,1,5,#NULL!,5,1,7,4,0503010000,05,1,0503010000,05,1,0503,050301,0,1,2,2,0,1,0,0,0,0,0
0000000663,1,1,1926,1984,58,6,3,2,2,1,2,2,#NULL!,2,1,3,2,0503010000,05,1,0503010000,05,1,0503,050301,0,1,2,2,0,1,0,0,0,0,0
0000000665,2,1,#NULL!,1984,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,1,,,#NULL!,0505010076,05,1,0505,050501,0,1,2,1,0,1,0,0,0,0,0
0000000666,2,1,1961,1983,22,3,5,2,1,1,2,11,#NULL!,11,1,7,4,0503010001,05,1,0503010001,05,1,0503,050301,0,1,2,2,0,1,0,0,0,0,0
0000000667,2,1,#NULL!,1984,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,1,,,#NULL!,0505010076,05,1,0505,050501,0,1,2,1,0,1,0,0,0,0,0
0000000670,2,2,#NULL!,1984,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,1,,,#NULL!,0505010076,05,1,0505,050501,0,1,2,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
0000000672,2,1,#NULL!,1984,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,3,2,,,#NULL!,0505010076,05,1,0505,050501,0,1,2,1,0,1,0,0,0,0,0
0000000674,2,2,#NULL!,1984,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,3,2,,,#NULL!,0505010076,05,1,0505,050501,0,1,2,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
0000000675,2,2,#NULL!,1984,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,3,2,,,#NULL!,0505010076,05,1,0505,050501,0,1,2,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
0000000676,2,2,#NULL!,1984,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,3,2,,,#NULL!,0505010076,05,1,0505,050501,0,1,2,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
0000000678,2,2,#NULL!,1984,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,3,2,,,#NULL!,0505010076,05,1,0505,050501,0,1,2,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
0000000684,2,2,#NULL!,1984,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,3,2,,,#NULL!,0505010000,05,1,0505,050501,0,1,2,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
0000000686,1,2,#NULL!,1984,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,3,2,,,#NULL!,0505010000,05,1,0505,050501,0,1,2,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
0000000689,1,1,1941,1992,51,6,3,#NULL!,2,1,2,1,#NULL!,1,1,3,2,0505080000,05,1,0504020000,05,1,0504,050402,0,1,4,2,0,1,0,0,0,0,0
0000000690,2,1,#NULL!,1992,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,3,2,,,#NULL!,0505080040,05,1,0505,050508,0,1,4,1,0,1,0,0,0,0,0
0000000698,#NULL!,3,#NULL!,1992,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,3,2,,,#NULL!,,,#NULL!,,,#NULL!,#NULL!,4,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
0000000709,2,1,#NULL!,1989,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,3,2,,,#NULL!,0501140019,05,1,0501,050114,0,1,4,1,0,1,0,0,0,0,0
0000000711,2,1,1962,1989,27,3,1,2,2,1,2,1,#NULL!,1,1,3,2,0501140019,05,1,0501140019,05,1,0501,050114,0,1,4,5,0,1,0,0,0,0,0
0000000713,2,1,1980,1988,8,1,4,2,1,1,1,#NULL!,#NULL!,#NULL!,2,1,1,1201010000,12,9,1201010000,12,9,1201,120101,1,3,3,1,0,1,0,0,1,0,0
0000000715,2,1,1956,1995,39,4,5,2,2,1,2,1,#NULL!,1,1,2,1,1202030043,12,9,1202030040,12,9,1202,120203,0,3,5,3,0,1,0,0,0,0,0
0000000718,2,1,1959,1989,30,4,4,2,2,1,2,1,#NULL!,1,1,3,2,0501140019,05,1,0501140019,05,1,0501,050114,0,1,4,4,0,1,0,0,0,0,0
0000000719,2,1,1922,1989,67,7,#NULL!,#NULL!,2,1,2,1,#NULL!,1,1,3,2,0501140019,05,1,0501140019,05,1,0501,050114,0,1,4,2,0,1,0,0,0,0,0
0000000720,2,1,1943,1989,46,5,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,3,2,,,#NULL!,0501140019,05,1,0501,050114,0,1,4,5,0,1,0,0,0,0,0
0000000723,2,1,1937,1989,52,6,1,1,2,1,2,8,#NULL!,8,1,3,2,0501140036,05,1,0501140019,05,1,0501,050114,0,1,4,3,0,1,0,0,0,0,0
0000000725,2,1,#NULL!,1989,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,3,2,,,#NULL!,0501140019,05,1,0501,050114,0,1,4,2,0,1,0,0,0,0,0
0000000729,2,1,1939,1989,50,6,3,2,2,1,2,1,#NULL!,1,1,3,2,0501140019,05,1,0501140019,05,1,0501,050114,0,1,4,3,0,1,0,0,0,0,0
0000000730,2,1,1935,1989,54,6,3,2,2,1,2,1,#NULL!,1,1,3,2,0501140019,05,1,0501140019,05,1,0501,050114,0,1,4,3,0,1,0,0,0,0,0
0000000731,2,1,#NULL!,1989,#NULL!,#NULL!,#NULL!,#NULL!,2,1,2,1,#NULL!,1,1,3,2,,,#NULL!,0501140012,05,1,0501,050114,0,1,4,2,0,1,0,0,0,0,0
